id;node_sn;timestamp;GPS_lat;GPS_lon;GPS_alt;GPS_speed;GPS_num_sats;ACC_x_RMS;ACC_y_RMS;ACC_z_RMS;ACC_x_MEAN;ACC_y_MEAN;ACC_z_MEAN;ACC_samples;MAG_x_RMS;MAG_y_RMS;MAG_z_RMS;MAG_x_MEAN;MAG_y_MEAN;MAG_z_MEAN;MAG_samples;temperature;is_anomaly;raw_MSE;score
2775;22;13/04/2022 23:46;4.524.171.829.223.630;19.834.699.630.737.300;113;0;3;0;0;0;-101.166;0;0.153281;1;0;0;0;-17;43;18;1;123.907;NULL;NULL;NULL
2776;2;13/04/2022 23:51;0;0;0;0;0;0;0;0;-935.016;0.306563;122.625;1;0;0;0;-3;-61;44;1;205.299;NULL;NULL;NULL
2777;11;14/04/2022 00:16;45.778.480.529.785.100;12.772.890.090.942.300;6;87.7;8;0;0;0;-9.81;-0.459844;122.625;1;0;0;0;22;-43;34;1;134.375;NULL;NULL;NULL
2778;3;14/04/2022 00:21;0;0;0;0;0;0;0;0;-965.672;-0.459844;-0.766406;1;0;0;0;54;-85;-17;1;183.295;NULL;NULL;NULL
2779;7;14/04/2022 00:33;4.565.814.971.923.820;12.500.690.460.205.000;6;88.1;6;0;0;0;-107.297;275.906;413.859;1;0;0;0;22;-67;38;1;140.677;NULL;NULL;NULL
2780;6;14/04/2022 00:39;4.561.425.018.310.540;1.241.018.009.185.790;3;29.1;5;0;0;0;-965.672;-0.306563;275.906;1;0;0;0;10;47;21;1;138.273;NULL;NULL;NULL
2781;22;14/04/2022 00:47;4.524.176.025.390.620;19.834.739.685.058.500;112;0;7;0;0;0;-9.81;0;0.766406;1;0;0;0;-17;43;18;1;111.997;NULL;NULL;NULL
2782;2;14/04/2022 00:51;0;0;0;0;0;0;0;0;-935.016;0.306563;0.919688;1;0;0;0;-3;-61;44;1;203.162;NULL;NULL;NULL
2783;11;14/04/2022 01:15;456.119.499.206.543;12.405.229.568.481.400;-22;0;5;0;0;0;-950.344;0.153281;0.613125;1;0;0;0;22;-43;34;1;128.714;NULL;NULL;NULL
2784;3;14/04/2022 01:21;0;0;0;0;0;0;0;0;-965.672;-0.613125;-0.459844;1;0;0;0;54;-85;-17;1;182.681;NULL;NULL;NULL
2785;6;14/04/2022 01:40;4.558.531.951.904.290;12.296.480.178.833.000;-24;87.7;4;0;0;0;-104.231;-0.153281;413.859;1;0;0;0;10;47;21;1;129.995;NULL;NULL;NULL
2786;22;14/04/2022 01:48;45.241.851.806.640.600;19.834.510.803.222.600;121;0;3;0;0;0;-996.328;0;0.306563;1;0;0;0;-17;43;18;1;10.185;NULL;NULL;NULL
2787;2;14/04/2022 01:51;0;0;0;0;0;0;0;0;-935.016;0.153281;107.297;1;0;0;0;-3;-61;44;1;200.839;NULL;NULL;NULL
2788;3;14/04/2022 02:17;4.499.013.900.756.830;7.519.189.834.594.720;494;0;4;0;0;0;-950.344;-0.459844;-0.766406;1;0;0;0;54;-85;-17;1;176.699;NULL;NULL;NULL
2789;11;14/04/2022 02:20;4.547.785.186.767.570;11.708.660.125.732.400;25;87.6;9;0;0;0;-102.698;-183.938;536.484;1;0;0;0;22;-43;34;1;129.221;NULL;NULL;NULL
2790;7;14/04/2022 02:30;4.551.763.153.076.170;11.526.809.692.382.800;93;0;2;0;0;0;-919.687;291.234;-168.609;1;0;0;0;22;-67;38;1;12.388;NULL;NULL;NULL
2791;6;14/04/2022 02:41;45.442.970.275.878.900;11.374.799.728.393.500;33;88.2;3;0;0;0;-996.328;-0.153281;-0.306563;1;0;0;0;10;47;21;1;130.182;NULL;NULL;NULL
2792;22;14/04/2022 02:49;4.524.174.880.981.440;1.983.477.020.263.670;101;0;6;0;0;0;-102.698;-0.153281;0.153281;1;0;0;0;-17;43;18;1;934.653;NULL;NULL;NULL
2793;2;14/04/2022 02:52;0;0;0;0;0;0;0;0;-919.687;0.306563;183.938;1;0;0;0;-3;-61;44;1;200.145;NULL;NULL;NULL
2794;11;14/04/2022 03:16;454.168.701.171.875;10.805.139.541.625.900;120;85.1;8;0;0;0;-459.844;73.575;-153.281;1;0;0;0;22;-43;34;1;116.377;NULL;NULL;NULL
2795;7;14/04/2022 03:30;45.442.378.997.802.700;10.556.610.107.421.800;97;89.1;1;0;0;0;-116.494;137.953;-0.919688;1;0;0;0;22;-67;38;1;117.552;NULL;NULL;NULL
2796;6;14/04/2022 03:41;45.473.289.489.746.000;10.362.600.326.538.000;141;87.1;5;0;0;0;-113.428;0;199.266;1;0;0;0;10;47;21;1;129.168;NULL;NULL;NULL
2797;22;14/04/2022 03:49;4.524.171.829.223.630;1.983.462.905.883.780;117;0;6;0;0;0;-101.166;-0.153281;-0.153281;1;0;0;0;-17;43;18;1;831.311;NULL;NULL;NULL
2798;2;14/04/2022 03:52;0;0;0;0;0;0;0;0;-935.016;0.306563;107.297;1;0;0;0;-3;-61;44;1;19.873;NULL;NULL;NULL
2799;11;14/04/2022 04:17;45.169.410.705.566.400;1.008.318.042.755.120;66;87.3;6;0;0;0;-10.883;0.153281;0.766406;1;0;0;0;22;-43;34;1;113.466;NULL;NULL;NULL
2800;7;14/04/2022 04:31;4.505.691.146.850.580;9.889.430.046.081.540;41;87.6;5;0;0;0;-919.687;260.578;24.525;1;0;0;0;22;-67;38;1;114.561;NULL;NULL;NULL
2801;6;14/04/2022 04:42;4.505.411.911.010.740;9.707.619.667.053.220;117;0;4;0;0;0;-107.297;-0.306563;-183.938;1;0;0;0;10;47;21;1;122.705;NULL;NULL;NULL
2802;22;14/04/2022 04:50;45.241.798.400.878.900;19.834.819.793.701.100;98;0;5;0;0;0;-996.328;0;0.459844;1;0;0;0;-17;43;18;1;774.701;NULL;NULL;NULL
2803;2;14/04/2022 04:52;0;0;0;0;0;0;0;0;-919.687;0.153281;153.281;1;0;0;0;-3;-61;44;1;197.047;NULL;NULL;NULL
2804;11;14/04/2022 05:18;4.502.315.139.770.500;9.046.689.987.182.610;75;89.1;4;0;0;0;-797.062;0.459844;337.219;1;0;0;0;22;-43;34;1;998.207;NULL;NULL;NULL
2805;3;14/04/2022 05:19;44.990.821.838.378.900;7.516.940.116.882.320;172;0;4;0;0;0;-9.81;-0.459844;-0.153281;1;0;0;0;54;-85;-17;1;173.896;NULL;NULL;NULL
2806;7;14/04/2022 05:31;44.919.578.552.246.000;885.630.989.074.707;100;87.6;4;0;0;0;-935.016;214.594;-0.766406;1;0;0;0;22;-67;38;1;100.729;NULL;NULL;NULL
2807;6;14/04/2022 05:42;4.494.108.963.012.690;8.649.479.866.027.830;109;87.5;3;0;0;0;-10.883;0.613125;459.844;1;0;0;0;10;47;21;1;107.511;NULL;NULL;NULL
2808;22;14/04/2022 05:51;4.524.171.829.223.630;19.834.609.985.351.500;143;0;4;0;0;0;-996.328;-0.306563;0.306563;1;0;0;0;-17;43;18;1;705.272;NULL;NULL;NULL
2809;2;14/04/2022 05:53;0;0;0;0;0;0;0;0;-935.016;0.306563;107.297;1;0;0;0;-3;-61;44;1;195.365;NULL;NULL;NULL
2810;11;14/04/2022 06:18;44.925.498.962.402.300;8.014.909.744.262.690;169;88.3;2;0;0;0;-843.047;0.613125;0.766406;1;0;0;0;22;-43;34;1;869.764;NULL;NULL;NULL
2811;3;14/04/2022 06:22;0;0;0;0;0;0;0;0;-965.672;-0.613125;-0.459844;1;0;0;0;54;-85;-17;1;175.765;NULL;NULL;NULL
2812;7;14/04/2022 06:32;4.495.977.020.263.670;7.782.569.885.253.900;261;87.5;3;0;0;0;-965.672;383.203;-352.547;1;0;0;0;22;-67;38;1;887.923;NULL;NULL;NULL
2813;6;14/04/2022 06:44;4.497.877.883.911.130;7.610.380.172.729.490;252;0;3;0;0;0;-766.406;0;122.625;1;0;0;0;10;47;21;1;997.139;NULL;NULL;NULL
2814;22;14/04/2022 06:52;4.524.171.829.223.630;19.834.699.630.737.300;116;0;4;0;0;0;-101.166;0;0.153281;1;0;0;0;-17;43;18;1;740.253;NULL;NULL;NULL
2815;2;14/04/2022 06:53;0;0;0;0;0;0;0;0;-904.359;0.306563;107.297;1;0;0;0;-3;-61;44;1;194.697;NULL;NULL;NULL
2816;11;14/04/2022 07:19;44.991.310.119.628.900;7.514.860.153.198.240;271;0;8;0;0;0;-950.344;0.153281;122.625;1;0;0;0;22;-43;34;1;872.702;NULL;NULL;NULL
2817;3;14/04/2022 07:22;0;0;0;0;0;0;0;0;-9.81;-0.459844;-0.919688;1;0;0;0;54;-85;-17;1;175.525;NULL;NULL;NULL
2818;7;14/04/2022 07:32;449.913.215.637.207;7.515.190.124.511.710;317;0;9;0;0;0;-965.672;260.578;0.766406;1;0;0;0;22;-67;38;1;901.007;NULL;NULL;NULL
2819;6;14/04/2022 07:44;4.499.134.826.660.150;7.514.810.085.296.630;287;0;7;0;0;0;-9.81;-0.306563;214.594;1;0;0;0;10;47;21;1;969.368;NULL;NULL;NULL
2820;22;14/04/2022 07:53;4.524.174.880.981.440;1.983.470.916.748.040;109;0;6;0;0;0;-101.166;-0.306563;0.153281;1;0;0;0;-17;43;18;1;892.729;NULL;NULL;NULL
2821;2;14/04/2022 07:53;0;0;0;0;0;0;0;0;-935.016;0;107.297;1;0;0;0;-3;-61;44;1;191.814;NULL;NULL;NULL
2822;11;14/04/2022 08:19;44.991.390.228.271.400;7.514.860.153.198.240;300;0;8;0;0;0;-965.672;0;0.919688;1;0;0;0;22;-43;34;1;104.814;NULL;NULL;NULL
2823;3;14/04/2022 08:20;4.499.309.158.325.190;7.518.670.082.092.280;623;0.9;4;0;0;0;-965.672;-0.459844;-0.459844;1;0;0;0;54;-85;-17;1;171.065;NULL;NULL;NULL
2824;7;14/04/2022 08:32;44.990.840.911.865.200;7.517.380.237.579.340;357;0.9;6;0;0;0;-965.672;24.525;0.919688;1;0;0;0;22;-67;38;1;130.476;NULL;NULL;NULL
2825;6;14/04/2022 08:49;0;0;0;0;0;0;0;0;-965.672;-0.306563;275.906;1;0;0;0;10;47;21;1;138.514;NULL;NULL;NULL
2826;22;14/04/2022 08:53;4.524.176.025.390.620;1.983.473.014.831.540;115;0;5;0;0;0;-101.166;-0.153281;0.919688;1;0;0;0;-17;43;18;1;111.223;NULL;NULL;NULL
2827;3;14/04/2022 09:20;4.499.053.955.078.120;7.517.489.910.125.730;330;0;3;0;0;0;-965.672;-0.613125;-0.613125;1;0;0;0;54;-85;-17;1;168.154;NULL;NULL;NULL
2828;11;14/04/2022 09:23;4.499.076.843.261.710;7.517.399.787.902.830;263;0;6;0;0;0;-935.016;0.306563;0.766406;1;0;0;0;22;-43;34;1;151.839;NULL;NULL;NULL
2829;7;14/04/2022 09:33;4.499.089.050.292.960;7.517.000.198.364.250;203;0;6;0;0;0;-935.016;275.906;0.919688;1;0;0;0;22;-67;38;1;149.168;NULL;NULL;NULL
2830;6;14/04/2022 09:50;0;0;0;0;0;0;0;0;-965.672;-0.153281;214.594;1;0;0;0;10;47;21;1;152.747;NULL;NULL;NULL
2831;22;14/04/2022 09:54;45.241.729.736.328.100;19.834.720.611.572.200;109;0;3;0;0;0;-101.166;-0.153281;0.153281;1;0;0;0;-17;43;18;1;13.571;NULL;NULL;NULL
2832;2;14/04/2022 09:54;0;0;0;0;0;0;0;0;-904.359;0.306563;107.297;1;0;0;0;-3;-61;44;1;194.003;NULL;NULL;NULL
2833;11;14/04/2022 10:21;4.499.068.069.458.000;7.518.080.234.527.580;143;0;4;0;0;0;-965.672;0.153281;0.919688;1;0;0;0;22;-43;34;1;158.381;NULL;NULL;NULL
2834;3;14/04/2022 10:23;4.499.026.107.788.080;7.517.920.017.242.430;337;0;3;0;0;0;-965.672;-0.459844;-0.613125;1;0;0;0;54;-85;-17;1;171.386;NULL;NULL;NULL
2835;7;14/04/2022 10:37;4.499.066.162.109.370;7.517.469.882.965.080;272;0;5;0;0;0;-919.687;275.906;107.297;1;0;0;0;22;-67;38;1;16.762;NULL;NULL;NULL
2836;6;14/04/2022 10:50;0;0;0;0;0;0;0;0;-9.81;-0.306563;260.578;1;0;0;0;10;47;21;1;160.277;NULL;NULL;NULL
2837;2;14/04/2022 10:54;0;0;0;0;0;0;0;0;-935.016;0.153281;107.297;1;0;0;0;-3;-61;44;1;199.077;NULL;NULL;NULL
2838;22;14/04/2022 10:55;4.524.174.880.981.440;1.983.470.916.748.040;107;0;6;0;0;0;-102.698;-0.153281;0.153281;1;0;0;0;-17;43;18;1;160.784;NULL;NULL;NULL
2839;3;14/04/2022 11:21;4.499.058.151.245.110;7.516.960.144.042.960;289;2.4;4;0;0;0;-965.672;-0.459844;-0.766406;1;0;0;0;54;-85;-17;1;17.248;NULL;NULL;NULL
2840;11;14/04/2022 11:25;4.499.089.813.232.420;7.517.690.181.732.170;230;0;4;0;0;0;-919.687;0.306563;107.297;1;0;0;0;22;-43;34;1;171.492;NULL;NULL;NULL
2841;7;14/04/2022 11:34;4.499.065.017.700.190;7.517.280.101.776.120;351;0;6;0;0;0;-950.344;291.234;137.953;1;0;0;0;22;-67;38;1;172.107;NULL;NULL;NULL
2842;6;14/04/2022 11:51;0;0;0;0;0;0;0;0;-965.672;-0.153281;260.578;1;0;0;0;10;47;21;1;164.576;NULL;NULL;NULL
2843;22;14/04/2022 11:54;4.524.171.829.223.630;19.834.640.502.929.600;118;0;6;0;0;0;-104.231;0;0.459844;1;0;0;0;-17;43;18;1;406.321;NULL;NULL;NULL
2844;2;14/04/2022 11:54;0;0;0;0;0;0;0;0;-935.016;0.459844;122.625;1;0;0;0;-3;-61;44;1;201.694;NULL;NULL;NULL
2845;3;14/04/2022 12:22;44.990.291.595.458.900;75.175.299.644.470.200;256;0;3;0;0;0;-9.81;-0.459844;-0.766406;1;0;0;0;54;-85;-17;1;177.234;NULL;NULL;NULL
2846;11;14/04/2022 12:25;4.499.068.832.397.460;7.517.199.993.133.540;296;0;6;0;0;0;-965.672;0.306563;0.919688;1;0;0;0;22;-43;34;1;177.981;NULL;NULL;NULL
2847;7;14/04/2022 12:34;4.499.068.832.397.460;7.517.429.828.643.790;273;0;6;0;0;0;-950.344;275.906;153.281;1;0;0;0;22;-67;38;1;180.598;NULL;NULL;NULL
2848;6;14/04/2022 12:51;0;0;0;0;0;0;0;0;-9.81;-0.153281;337.219;1;0;0;0;10;47;21;1;168.235;NULL;NULL;NULL
2849;22;14/04/2022 12:54;4.524.168.014.526.360;19.834.659.576.416.000;117;0;5;0;0;0;-101.166;-0.153281;0.306563;1;0;0;0;-17;43;18;1;41.548;NULL;NULL;NULL
2850;2;14/04/2022 12:55;0;0;0;0;0;0;0;0;-935.016;0;137.953;1;0;0;0;-3;-61;44;1;204.871;NULL;NULL;NULL
2851;3;14/04/2022 13:24;0;0;0;0;0;0;0;0;-9.81;-0.613125;-0.766406;1;0;0;0;54;-85;-17;1;182.361;NULL;NULL;NULL
2852;11;14/04/2022 13:25;4.499.142.074.584.960;75.177.202.224.731.400;163;1.2;5;0;0;0;-935.016;0.306563;107.297;1;0;0;0;22;-43;34;1;181.052;NULL;NULL;NULL
2853;7;14/04/2022 13:34;44.991.241.455.078.100;7.516.749.858.856.200;262;4.3;5;0;0;0;-950.344;275.906;0.919688;1;0;0;0;22;-67;38;1;186.259;NULL;NULL;NULL
2854;6;14/04/2022 13:50;4.499.092.102.050.780;7.517.600.059.509.270;304;0;3;0;0;0;-965.672;-0.153281;275.906;1;0;0;0;10;47;21;1;167.674;NULL;NULL;NULL
2855;22;14/04/2022 13:54;4.524.174.118.041.990;1.983.456.039.428.710;124;0;6;0;0;0;-102.698;0;0.613125;1;0;0;0;-17;43;18;1;411.234;NULL;NULL;NULL
2856;2;14/04/2022 13:55;0;0;0;0;0;0;0;0;-935.016;0.306563;199.266;1;0;0;0;-3;-61;44;1;206.981;NULL;NULL;NULL
2857;3;14/04/2022 14:24;0;0;0;0;0;0;0;0;-9.81;-0.613125;-0.459844;1;0;0;0;54;-85;-17;1;186.099;NULL;NULL;NULL
2858;11;14/04/2022 14:26;0;0;0;0;0;0;0;0;-965.672;0;122.625;1;0;0;0;22;-43;34;1;18.463;NULL;NULL;NULL
2859;7;14/04/2022 14:39;0;0;0;0;0;0;0;0;-965.672;275.906;122.625;1;0;0;0;22;-67;38;1;193.977;NULL;NULL;NULL
2860;6;14/04/2022 14:51;4.499.074.935.913.080;7.517.439.842.224.120;334;0;4;0;0;0;-9.81;0;260.578;1;0;0;0;10;47;21;1;175.872;NULL;NULL;NULL
2861;22;14/04/2022 14:53;4.524.174.880.981.440;1.983.466.911.315.910;117;0;4;0;0;0;-104.231;0;0.306563;1;0;0;0;-17;43;18;1;421.729;NULL;NULL;NULL
2862;3;14/04/2022 15:24;0;0;0;0;0;0;0;0;-965.672;-0.613125;-0.766406;1;0;0;0;54;-85;-17;1;188.903;NULL;NULL;NULL
2863;11;14/04/2022 15:27;0;0;0;0;0;0;0;0;-935.016;0.153281;107.297;1;0;0;0;22;-43;34;1;192.134;NULL;NULL;NULL
2864;7;14/04/2022 15:37;44.991.458.892.822.200;751.416.015.625;48;1.3;5;0;0;0;-9.81;275.906;0.459844;1;0;0;0;22;-67;38;1;197.261;NULL;NULL;NULL
2865;6;14/04/2022 15:53;0;0;0;0;0;0;0;0;-9.81;-0.306563;291.234;1;0;0;0;10;47;21;1;198.997;NULL;NULL;NULL
2866;22;14/04/2022 15:53;45.241.920.471.191.400;19.834.840.774.536.100;81;0;4;0;0;0;-101.166;0;0.919688;1;0;0;0;-17;43;18;1;431.769;NULL;NULL;NULL
2867;3;14/04/2022 16:21;4.498.862.838.745.110;75.218.000.411.987.300;753;0;4;0;0;0;-965.672;-0.459844;-107.297;1;0;0;0;54;-85;-17;1;18.933;NULL;NULL;NULL
2868;7;14/04/2022 16:36;4.499.061.965.942.380;751.747.989.654.541;322;0;4;0;0;0;-950.344;260.578;0.919688;1;0;0;0;22;-67;38;1;202.361;NULL;NULL;NULL
2869;22;14/04/2022 16:52;4.524.164.962.768.550;1.983.452.033.996.580;92;0;4;0;0;0;-101.166;0;0.919688;1;0;0;0;-17;43;18;1;390.219;NULL;NULL;NULL
2870;6;14/04/2022 16:53;0;0;0;0;0;0;0;0;-9.81;-0.306563;260.578;1;0;0;0;10;47;21;1;207.221;NULL;NULL;NULL
2871;2;14/04/2022 16:56;0;0;0;0;0;0;0;0;-935.016;0.153281;122.625;1;0;0;0;-3;-61;44;1;214.431;NULL;NULL;NULL
2872;3;14/04/2022 17:21;4.499.055.099.487.300;75.175.299.644.470.200;328;0;4;0;0;0;-965.672;-0.613125;-0.766406;1;0;0;0;54;-85;-17;1;190.906;NULL;NULL;NULL
2873;11;14/04/2022 17:27;0;0;0;0;0;0;0;0;-9.81;0.306563;0.613125;1;0;0;0;22;-43;34;1;204.097;NULL;NULL;NULL
2874;22;14/04/2022 17:52;45.241.851.806.640.600;19.834.829.330.444.300;78;0;4;0;0;0;-101.166;-0.153281;0.919688;1;0;0;0;-17;43;18;1;37.62;NULL;NULL;NULL
2875;6;14/04/2022 17:52;44.990.421.295.166.000;7.516.610.145.568.840;287;0;2;0;0;0;-9.81;-0.306563;260.578;1;0;0;0;10;47;21;1;209.117;NULL;NULL;NULL
2876;3;14/04/2022 18:21;449.901.008.605.957;7.517.489.910.125.730;374;0;4;0;0;0;-965.672;-0.613125;-0.613125;1;0;0;0;54;-85;-17;1;191.306;NULL;NULL;NULL
2877;11;14/04/2022 18:27;0;0;0;0;0;0;0;0;-965.672;0.153281;122.625;1;0;0;0;22;-43;34;1;205.993;NULL;NULL;NULL
2878;7;14/04/2022 18:36;4.499.052.047.729.490;7.518.869.876.861.570;332;0;4;0;0;0;-950.344;291.234;107.297;1;0;0;0;22;-67;38;1;20.594;NULL;NULL;NULL
2879;22;14/04/2022 18:52;4.524.177.932.739.250;1.983.466.911.315.910;111;0;3;0;0;0;-996.328;0;0.766406;1;0;0;0;-17;43;18;1;306.638;NULL;NULL;NULL
2880;6;14/04/2022 18:53;0;0;0;0;0;0;0;0;-996.328;-0.153281;260.578;1;0;0;0;10;47;21;1;212.001;NULL;NULL;NULL
2881;2;14/04/2022 18:56;0;0;0;0;0;0;0;0;-950.344;0.306563;183.938;1;0;0;0;-3;-61;44;1;214.031;NULL;NULL;NULL
2882;3;14/04/2022 19:25;0;0;0;0;0;0;0;0;-9.81;-0.459844;-0.919688;1;0;0;0;54;-85;-17;1;196.139;NULL;NULL;NULL
2883;11;14/04/2022 19:27;0;0;0;0;0;0;0;0;-965.672;0.459844;0.919688;1;0;0;0;22;-43;34;1;20.642;NULL;NULL;NULL
2884;7;14/04/2022 19:36;449.904.899.597.168;75.170.698.165.893.500;260;0;5;0;0;0;-950.344;291.234;137.953;1;0;0;0;22;-67;38;1;20.594;NULL;NULL;NULL
2885;22;14/04/2022 19:52;4.524.174.118.041.990;19.834.699.630.737.300;100;0;6;0;0;0;-996.328;-0.153281;0.766406;1;0;0;0;-17;43;18;1;216.033;NULL;NULL;NULL
2886;6;14/04/2022 19:53;0;0;0;0;0;0;0;0;-965.672;-0.306563;291.234;1;0;0;0;10;47;21;1;212.135;NULL;NULL;NULL
2887;2;14/04/2022 19:56;0;0;0;0;0;0;0;0;-965.672;0.306563;137.953;1;0;0;0;-3;-61;44;1;215.206;NULL;NULL;NULL
2888;3;14/04/2022 20:22;44.991.668.701.171.800;7.515.359.878.540.030;-36;0;4;0;0;0;-965.672;-0.459844;-0.613125;1;0;0;0;54;-85;-17;1;192.561;NULL;NULL;NULL
2889;11;14/04/2022 20:28;0;0;0;0;0;0;0;0;-965.672;0.153281;137.953;1;0;0;0;22;-43;34;1;206.661;NULL;NULL;NULL
2890;7;14/04/2022 20:36;4.499.113.845.825.190;7.515.960.216.522.210;208;0;3;0;0;0;-950.344;275.906;107.297;1;0;0;0;22;-67;38;1;206.126;NULL;NULL;NULL
2891;22;14/04/2022 20:52;4.524.176.025.390.620;19.834.749.221.801.700;109;0;5;0;0;0;-101.166;-0.153281;0.459844;1;0;0;0;-17;43;18;1;179.477;NULL;NULL;NULL
2892;6;14/04/2022 20:54;0;0;0;0;0;0;0;0;-9.81;-0.459844;291.234;1;0;0;0;10;47;21;1;211.894;NULL;NULL;NULL
2893;2;14/04/2022 20:56;0;0;0;0;0;0;0;0;-935.016;0.306563;107.297;1;0;0;0;-3;-61;44;1;215.312;NULL;NULL;NULL
2894;3;14/04/2022 21:22;4.499.068.832.397.460;7.516.769.886.016.840;276;0;3;0;0;0;-965.672;-0.459844;-0.919688;1;0;0;0;54;-85;-17;1;190.185;NULL;NULL;NULL
2895;11;14/04/2022 21:28;0;0;0;0;0;0;0;0;-965.672;0.306563;0.766406;1;0;0;0;22;-43;34;1;20.61;NULL;NULL;NULL
2896;7;14/04/2022 21:39;4.499.066.925.048.820;7.516.839.981.079.100;226;0;3;0;0;0;-965.672;260.578;0.766406;1;0;0;0;22;-67;38;1;210.185;NULL;NULL;NULL
2897;22;14/04/2022 21:53;4.524.174.118.041.990;19.834.810.256.958.000;110;0;3;0;0;0;-101.166;-0.153281;0.766406;1;0;0;0;-17;43;18;1;16.268;NULL;NULL;NULL
2898;6;14/04/2022 21:54;0;0;0;0;0;0;0;0;-101.166;-0.306563;275.906;1;0;0;0;10;47;21;1;210.586;NULL;NULL;NULL
2899;2;14/04/2022 21:57;0;0;0;0;0;0;0;0;-935.016;0.306563;107.297;1;0;0;0;-3;-61;44;1;213.951;NULL;NULL;NULL
2900;3;14/04/2022 22:24;4.499.040.985.107.420;7.518.489.837.646.480;293;0.6;4;0;0;0;-950.344;-0.459844;-0.613125;1;0;0;0;54;-85;-17;1;192.588;NULL;NULL;NULL
2901;11;14/04/2022 22:28;44.990.360.260.009.700;7.516.719.818.115.230;295;0;2;0;0;0;-935.016;0.306563;107.297;1;0;0;0;22;-43;34;1;204.738;NULL;NULL;NULL
2902;7;14/04/2022 22:38;4.499.074.172.973.630;7.516.349.792.480.460;253;0;5;0;0;0;-935.016;275.906;153.281;1;0;0;0;22;-67;38;1;205.699;NULL;NULL;NULL
2903;22;14/04/2022 22:53;452.417.106.628.418;19.834.699.630.737.300;101;0;6;0;0;0;-9.81;-0.153281;0.766406;1;0;0;0;-17;43;18;1;151.331;NULL;NULL;NULL
2904;6;14/04/2022 22:54;0;0;0;0;0;0;0;0;-996.328;-0.306563;229.922;1;0;0;0;10;47;21;1;209.197;NULL;NULL;NULL
2905;2;14/04/2022 22:57;0;0;0;0;0;0;0;0;-904.359;0.153281;107.297;1;0;0;0;-3;-61;44;1;212.242;NULL;NULL;NULL
2906;3;14/04/2022 23:25;0;0;0;0;0;0;0;0;-9.81;-0.766406;-0.613125;1;0;0;0;54;-85;-17;1;192.989;NULL;NULL;NULL
2907;11;14/04/2022 23:28;0;0;0;0;0;0;0;0;-996.328;0.153281;107.297;1;0;0;0;22;-43;34;1;204.124;NULL;NULL;NULL
2908;7;14/04/2022 23:40;0;0;0;0;0;0;0;0;-950.344;260.578;153.281;1;0;0;0;22;-67;38;1;207.649;NULL;NULL;NULL
2909;22;14/04/2022 23:54;4.524.174.118.041.990;19.834.720.611.572.200;119;0;6;0;0;0;-101.166;-0.153281;0.306563;1;0;0;0;-17;43;18;1;137.339;NULL;NULL;NULL
2910;6;14/04/2022 23:54;0;0;0;0;0;0;0;0;-996.328;-0.306563;24.525;1;0;0;0;10;47;21;1;207.649;NULL;NULL;NULL
2911;2;14/04/2022 23:57;0;0;0;0;0;0;0;0;-904.359;0.306563;137.953;1;0;0;0;-3;-61;44;1;210.533;NULL;NULL;NULL
2912;3;15/04/2022 00:26;0;0;0;0;0;0;0;0;-9.81;-0.613125;-0.613125;1;0;0;0;54;-85;-17;1;192.588;NULL;NULL;NULL
2913;11;15/04/2022 00:28;0;0;0;0;0;0;0;0;-965.672;0.153281;0.613125;1;0;0;0;22;-43;34;1;203.456;NULL;NULL;NULL
2914;7;15/04/2022 00:40;0;0;0;0;0;0;0;0;-935.016;291.234;122.625;1;0;0;0;22;-67;38;1;206.207;NULL;NULL;NULL
2915;22;15/04/2022 00:54;45.241.851.806.640.600;19.834.810.256.958.000;97;0;5;0;0;0;-101.166;-0.306563;0.153281;1;0;0;0;-17;43;18;1;128.153;NULL;NULL;NULL
2916;6;15/04/2022 00:54;0;0;0;0;0;0;0;0;-996.328;-0.306563;24.525;1;0;0;0;10;47;21;1;206.794;NULL;NULL;NULL
2917;2;15/04/2022 00:57;0;0;0;0;0;0;0;0;-935.016;0.306563;122.625;1;0;0;0;-3;-61;44;1;20.893;NULL;NULL;NULL
2918;3;15/04/2022 01:25;4.499.079.895.019.530;751.623.010.635.376;105;0;1;0;0;0;-965.672;-0.459844;-0.613125;1;0;0;0;54;-85;-17;1;190.131;NULL;NULL;NULL
2919;11;15/04/2022 01:29;0;0;0;0;0;0;0;0;-9.81;0.153281;0.919688;1;0;0;0;22;-43;34;1;201.801;NULL;NULL;NULL
2920;7;15/04/2022 01:40;0;0;0;0;0;0;0;0;-935.016;291.234;183.938;1;0;0;0;22;-67;38;1;204.604;NULL;NULL;NULL
2921;6;15/04/2022 01:55;0;0;0;0;0;0;0;0;-965.672;-0.306563;229.922;1;0;0;0;10;47;21;1;204.791;NULL;NULL;NULL
2922;22;15/04/2022 01:55;4.524.176.025.390.620;19.834.739.685.058.500;104;0;4;0;0;0;-101.166;-0.306563;0.613125;1;0;0;0;-17;43;18;1;11.619;NULL;NULL;NULL
2923;2;15/04/2022 01:58;0;0;0;0;0;0;0;0;-935.016;0.153281;0.766406;1;0;0;0;-3;-61;44;1;207.649;NULL;NULL;NULL
2924;3;15/04/2022 02:23;44.990.718.841.552.700;75.175.299.644.470.200;306;0;2;0;0;0;-965.672;-0.459844;-0.153281;1;0;0;0;54;-85;-17;1;186.286;NULL;NULL;NULL
